,0,y
1937,10132,
1938,36885,1.0
1939,23079,0.0
1940,40361,
1941,346,
1942,37135,
1943,1102,
1944,13597,0.0
1945,34761,0.0
1946,40571,0.0
1947,22633,
1948,36774,0.0
1949,19747,0.0
1950,2750,
1951,39374,
1952,35108,
1953,17397,
1954,26934,
1955,34127,
1956,35860,
1957,8257,0.0
1958,25723,
1959,21509,
1960,23235,
1961,1482,
1962,15367,0.0
1963,36012,
1964,6180,1.0
1965,22655,0.0
1966,2526,
1967,4701,
1968,1522,
1969,25460,
1970,21257,
1971,40068,0.0
1972,28211,
1973,25638,
1974,29128,1.0
1975,2806,
1976,34696,
1977,30520,
1978,25341,
1979,40689,0.0
1980,16727,0.0
1981,21575,0.0
1982,10611,0.0
1983,36669,
1984,37125,
1985,2361,
1986,21080,
1987,17236,0.0
1988,40337,
1989,31470,0.0
1990,24637,0.0
1991,20688,0.0
1992,28053,
1993,8041,0.0
1994,13671,
1995,3851,
1996,32327,0.0
1997,31896,
1998,12441,
1999,21942,0.0
2000,12886,
2001,18611,
2002,35139,
2003,18936,0.0
2004,30529,0.0
2005,16851,0.0
2006,9752,
2007,4244,
2008,40562,0.0
2009,32696,
2010,26902,0.0
2011,8917,
2012,33842,
2013,7175,
2014,9163,
2015,39329,
2016,30637,
2017,37289,
2018,21892,
2019,21201,
2020,27976,
2021,13669,
2022,9957,
2023,11957,
2024,21619,
2025,10699,
2026,720,0.0
2027,13079,
2028,10302,
2029,1379,
2030,34665,
2031,6785,
2032,28792,1.0
2033,382,
2034,15132,
2035,8700,
2036,9460,
2037,27112,0.0
2038,36802,
2039,22046,0.0
2040,24355,
2041,38358,
2042,35480,
2043,23276,
2044,18265,
2045,618,
2046,7116,
2047,23945,0.0
2048,12539,
2049,37061,
2050,6227,
2051,8919,0.0
2052,26771,
2053,6350,
2054,13477,
2055,3226,
2056,17005,
2057,22292,
2058,37939,
2059,10689,
2060,12222,0.0
2061,33824,
2062,23227,0.0
2063,13724,
2064,22288,
2065,30158,0.0
2066,32102,
2067,23104,
2068,30766,
2069,1812,
2070,3695,
2071,27855,
2072,23900,
2073,26805,
2074,24117,
2075,24590,
2076,33421,
2077,30853,
2078,5485,
2079,18189,0.0
2080,17075,0.0
2081,30001,
2082,16370,
2083,39658,
2084,37005,
2085,39696,0.0
2086,16846,
2087,18191,
2088,2160,
2089,8766,
2090,22917,
2091,18339,
2092,38125,
2093,16264,
2094,4210,
2095,11020,
2096,24165,
2097,24935,1.0
2098,23328,
2099,38708,
2100,5212,0.0
2101,15601,
2102,10961,
2103,23531,0.0
2104,16281,
2105,4845,0.0
2106,24163,
2107,23417,
2108,40156,0.0
2109,37949,
2110,39098,
2111,19053,
2112,27150,0.0
2113,38553,
2114,40344,
2115,5274,0.0
2116,24252,
2117,41171,
2118,36822,0.0
2119,4021,0.0
2120,4038,
2121,15980,1.0
2122,4753,
2123,27801,
2124,40137,1.0
2125,22943,
2126,5096,0.0
2127,37578,0.0
2128,2963,
2129,33004,0.0
2130,3052,
2131,16484,1.0
2132,17796,
2133,31922,0.0
2134,18526,0.0
2135,21171,
2136,2344,
2137,15019,
2138,8731,
2139,29137,
2140,28953,1.0
2141,10975,
2142,29359,
2143,17723,
2144,12433,0.0
2145,4102,
2146,9580,
2147,32546,
2148,28229,1.0
2149,19827,
2150,29964,
2151,3216,
2152,34144,0.0
2153,21410,
2154,24155,
2155,11896,0.0
2156,35028,
2157,8160,
2158,35369,
2159,29155,
2160,1844,0.0
2161,28259,
2162,15700,0.0
2163,13680,
2164,16467,
2165,29520,0.0
2166,34573,0.0
2167,466,
2168,19671,
2169,13149,0.0
2170,11548,
2171,21586,
2172,32459,
2173,37412,0.0
2174,26560,
2175,23622,
2176,24725,0.0
2177,23864,
2178,5081,
2179,4610,
2180,41067,
2181,13032,
2182,32498,
2183,17748,
2184,31983,
2185,10530,0.0
2186,31258,
2187,26331,
2188,13014,
2189,14183,
2190,8943,1.0
2191,4555,
2192,24161,0.0
2193,4955,
2194,8134,
2195,20901,
2196,18401,
2197,25833,
2198,38091,
2199,31223,
2200,11830,
2201,23283,
2202,17019,
2203,1807,
2204,36545,
2205,30906,
2206,35921,0.0
2207,9642,
2208,8984,
2209,19511,
2210,25400,
2211,13694,
2212,6627,0.0
2213,18001,
2214,6065,
2215,21866,
2216,5728,0.0
2217,28324,
2218,26229,0.0
2219,31532,
2220,8488,
2221,8147,
2222,35589,
2223,21700,
2224,23155,1.0
2225,35778,
2226,8792,0.0
2227,33565,
2228,37257,
2229,11683,
2230,10890,
2231,34218,
2232,21228,
2233,13657,
2234,4642,
2235,19197,
2236,256,
2237,40710,
2238,29457,
2239,27613,
2240,39540,
2241,1247,
2242,25824,
2243,16065,
2244,3477,
2245,19282,
2246,33709,
2247,31017,
2248,4668,0.0
2249,15148,
2250,27351,
2251,1194,
2252,13262,0.0
2253,30849,
2254,37698,
2255,35502,1.0
2256,21224,
2257,26845,
2258,28411,0.0
2259,17160,
2260,789,
2261,3569,0.0
2262,33829,
2263,12642,
2264,40708,
2265,10932,
2266,7407,
2267,13956,
2268,306,0.0
2269,10111,
2270,38261,
2271,33804,
2272,31425,
2273,6482,
2274,18053,0.0
2275,8590,
2276,6228,
2277,30016,0.0
2278,12246,
2279,2995,
2280,19168,0.0
2281,18822,
2282,7489,0.0
2283,15752,
2284,22190,1.0
2285,30569,1.0
2286,27991,
2287,1982,
2288,22885,
2289,40586,
2290,15346,0.0
2291,131,
2292,37016,
2293,28216,
2294,13662,
2295,39777,0.0
2296,34338,
2297,28807,
2298,16873,
2299,2190,
2300,2462,
2301,17627,
2302,4857,
2303,30816,
2304,20213,
2305,36045,
2306,32759,0.0
2307,4118,
2308,33175,0.0
2309,4217,
2310,30036,
2311,15171,
2312,8032,
2313,5905,0.0
2314,28155,
2315,39821,
2316,18650,0.0
2317,18062,
2318,30802,
2319,9205,
2320,26100,0.0
2321,38428,
2322,3897,
2323,27136,
2324,2861,0.0
2325,36030,
2326,12750,
2327,31501,
2328,27547,
2329,39871,
2330,18880,0.0
2331,29463,
2332,17408,
2333,37477,
2334,18926,
2335,40022,
2336,15687,
2337,32335,
2338,17828,
2339,38751,
2340,17643,
2341,15540,
2342,20892,
2343,22407,
2344,2620,0.0
2345,16491,
2346,24500,
2347,24632,
2348,23876,0.0
2349,19848,0.0
2350,34334,0.0
2351,14255,
2352,36826,
2353,25269,
2354,8941,
2355,6991,0.0
2356,26967,
2357,4130,
2358,12709,
2359,41058,
2360,3809,
2361,16341,1.0
2362,14034,
2363,26686,
2364,34375,
2365,29675,
2366,34614,0.0
2367,36301,
2368,41066,
2369,18758,
2370,15663,
2371,28704,
2372,12740,0.0
2373,20306,
2374,29408,1.0
2375,12117,
2376,28060,
2377,26394,
2378,29483,
2379,22020,
2380,35149,
2381,36606,
2382,28469,
2383,40838,0.0
2384,39542,
2385,24487,
2386,6812,
2387,20252,0.0
2388,21531,1.0
2389,6860,
2390,39843,0.0
2391,27493,0.0
2392,10093,
2393,27205,
2394,10048,0.0
2395,19073,
2396,16796,
2397,15424,
2398,39126,
2399,37677,
2400,20666,
2401,37084,
2402,20906,
2403,30020,
2404,26368,1.0
2405,14169,
2406,956,
2407,39621,
2408,5219,
2409,14497,
2410,16826,
2411,16493,
2412,26151,1.0
2413,15473,
2414,270,
2415,17790,0.0
2416,17231,
2417,22718,0.0
2418,23557,
2419,13221,
2420,15474,
2421,9498,
2422,7464,
2423,29548,0.0
2424,6612,
2425,3392,
2426,40759,0.0
2427,34510,
2428,23277,
2429,13663,0.0
2430,26514,
2431,31046,0.0
2432,3679,
2433,36421,
2434,26892,
2435,2173,0.0
2436,25349,
2437,19149,
2438,15246,
2439,339,
2440,7380,
2441,22640,
2442,9800,0.0
2443,18358,1.0
2444,29372,
2445,31021,
2446,9398,
2447,13127,
2448,36568,
2449,29606,0.0
2450,15666,
2451,27266,0.0
2452,27504,
2453,6656,
2454,21797,0.0
2455,27623,
2456,39823,
2457,27055,
2458,38627,
2459,20192,
2460,2306,
2461,41130,
2462,9359,0.0
2463,14556,
2464,23483,0.0
2465,3894,0.0
2466,566,
2467,18709,
2468,40936,
2469,35150,
2470,34691,
2471,58,
2472,14677,
2473,37031,
2474,10129,
2475,29253,
2476,35941,
2477,39206,
2478,37187,
2479,40338,
2480,12014,1.0
2481,4601,
2482,6411,
2483,40475,
2484,25100,
2485,25089,0.0
2486,20464,
2487,3561,
2488,38967,0.0
2489,10450,
2490,22786,0.0
2491,2757,
2492,20170,
2493,22609,
2494,25378,0.0
2495,34609,
2496,23423,
2497,2129,0.0
2498,34776,0.0
2499,7343,
2500,11916,
2501,36369,0.0
2502,8274,1.0
2503,13417,0.0
2504,37673,
2505,21121,
2506,8985,
2507,25939,0.0
2508,40351,
2509,29468,
2510,31296,0.0
2511,28999,
2512,22646,
2513,6740,
2514,952,
2515,15714,
2516,21577,
2517,7108,
2518,11933,
2519,21548,1.0
2520,23926,
2521,946,0.0
2522,6871,
2523,21667,
2524,38198,
2525,1367,
2526,71,0.0
2527,29872,0.0
2528,25343,
2529,7348,
2530,20635,
2531,10684,
2532,20905,
2533,39832,
2534,6980,
2535,33446,
2536,12751,
2537,7196,
2538,39830,0.0
2539,7136,
2540,25700,
2541,4286,
2542,2280,
2543,34115,
2544,25573,
2545,12559,0.0
2546,34016,
2547,18598,
2548,36179,
2549,21823,0.0
2550,17812,
2551,24550,
2552,37318,1.0
2553,15141,
2554,28271,
2555,4823,
2556,8432,
2557,4734,0.0
2558,21325,
2559,20927,
2560,39800,
2561,27389,
2562,12553,0.0
2563,19772,0.0
2564,5502,0.0
2565,13167,
2566,12314,
2567,34954,
2568,38164,
2569,14924,
2570,29612,
2571,32736,
2572,32500,
2573,31661,0.0
2574,34924,0.0
2575,26110,
2576,20203,
2577,40143,
2578,3918,
2579,2574,0.0
2580,8507,
2581,16276,
2582,35614,1.0
2583,39332,
2584,15738,
2585,37060,
2586,23819,
2587,2026,
2588,28189,
2589,13368,
2590,32573,
2591,31682,
2592,25036,
2593,39439,
2594,40991,
2595,21460,
2596,12630,
2597,8336,
2598,20218,
2599,36230,0.0
2600,30181,
2601,26468,0.0
2602,10016,0.0
2603,27586,0.0
2604,2889,
2605,20699,0.0
2606,25521,
2607,37500,
2608,26427,
2609,5996,
2610,4656,0.0
2611,39191,
2612,5410,
2613,23947,
2614,35382,
2615,39467,
2616,2510,
2617,23191,
2618,23778,
2619,22432,
2620,29894,0.0
2621,29809,
2622,36946,
2623,21451,
2624,15112,
2625,19081,
2626,30657,0.0
2627,7005,
2628,25076,
2629,19920,0.0
2630,22379,1.0
2631,8244,1.0
2632,36087,
2633,39732,
2634,4759,
2635,33689,
2636,16698,
2637,17088,
2638,24305,0.0
2639,37255,
2640,16248,
2641,13962,
2642,19074,0.0
2643,28167,0.0
2644,36050,0.0
2645,8287,0.0
2646,11188,
2647,2065,
2648,8427,
2649,26913,0.0
2650,16027,
2651,8016,
2652,37654,
2653,20322,
2654,40430,0.0
2655,31522,
2656,4807,
2657,40421,
2658,7424,
2659,3024,
2660,3489,
2661,8195,0.0
2662,36134,
2663,4018,
2664,14627,
2665,15779,
2666,46,0.0
2667,41018,0.0
2668,24109,
2669,28857,
2670,41111,
2671,38483,
2672,6440,
2673,1890,
2674,30304,0.0
2675,20922,
2676,27605,0.0
2677,118,
2678,14387,
2679,2085,
2680,20978,
2681,29912,0.0
2682,6630,0.0
2683,19259,
2684,19742,0.0
2685,5918,0.0
2686,268,
2687,25401,
2688,14849,
2689,15949,
2690,18542,
2691,18028,
2692,5738,
2693,33728,
2694,38636,1.0
2695,28985,
2696,20821,
2697,19896,
2698,39667,
2699,580,
2700,12412,
2701,25419,
2702,30646,
2703,12589,0.0
2704,255,0.0
2705,30067,
2706,15634,0.0
2707,21986,
2708,15747,
2709,28927,
2710,39045,
2711,32802,0.0
2712,12512,
2713,8558,
2714,22103,
2715,2934,
2716,10727,0.0
2717,23558,
2718,33177,
2719,17929,
2720,15202,
2721,33106,
2722,37311,
2723,34487,
2724,26248,
2725,3103,
2726,9953,
2727,12817,0.0
2728,27360,
2729,24023,
2730,12829,0.0
2731,32340,
2732,20317,
2733,5619,
2734,37593,
2735,30926,
2736,26055,
2737,15335,
2738,7608,
2739,31820,
2740,22708,
2741,23360,
2742,13433,0.0
2743,28124,0.0
2744,35774,
2745,40584,0.0
2746,23749,0.0
2747,25390,
2748,22338,0.0
2749,7930,0.0
2750,33340,0.0
2751,8284,
2752,5330,
2753,36661,
2754,33619,
2755,860,0.0
2756,25371,
2757,37835,0.0
2758,30621,
2759,15453,
2760,34877,0.0
2761,39450,
2762,38600,0.0
2763,7938,
2764,29293,
2765,16390,
2766,31056,
2767,41056,
2768,20777,
2769,1230,0.0
2770,13467,
2771,1040,0.0
2772,7670,0.0
2773,16746,
2774,27874,
2775,20270,
2776,24603,
2777,32467,0.0
2778,16108,0.0
2779,21291,0.0
2780,7715,0.0
2781,18064,0.0
2782,8443,
2783,27821,
2784,4281,
2785,41085,
2786,5487,0.0
2787,15497,
2788,33339,0.0
2789,27470,
2790,33749,0.0
2791,4567,
2792,3784,
2793,3876,
2794,10414,
2795,34695,
2796,35501,
2797,16386,
2798,29489,0.0
2799,12698,
2800,5078,
2801,37585,
2802,16238,0.0
2803,30045,
2804,18093,
2805,35167,1.0
2806,20231,0.0
2807,6602,0.0
2808,33790,
2809,37039,
2810,40364,
2811,32205,
2812,34517,
2813,34008,
2814,25987,
2815,33792,
2816,28722,
2817,5878,
2818,11253,0.0
2819,21023,
2820,31928,
2821,30083,
2822,944,
2823,19991,
2824,31781,0.0
2825,36140,
2826,14636,
2827,39254,0.0
2828,3332,0.0
2829,24495,
2830,18605,
2831,39503,1.0
2832,13234,
2833,22469,
2834,15753,1.0
2835,22057,
2836,35701,
2837,7566,
2838,18508,
2839,31381,
2840,16360,1.0
2841,3830,0.0
2842,28187,
2843,4060,
2844,10448,
2845,21881,0.0
2846,31845,
2847,26132,
2848,20689,0.0
2849,5167,0.0
2850,25105,1.0
2851,2760,0.0
2852,31193,
2853,18753,
2854,31499,
2855,21716,
2856,5622,
2857,40648,0.0
2858,13586,
2859,34653,0.0
2860,11586,
2861,17621,0.0
2862,8255,0.0
2863,26650,
2864,13318,
2865,34524,0.0
2866,37375,
2867,21290,
2868,6393,1.0
2869,34617,
2870,3500,0.0
2871,23551,
2872,22364,
2873,10902,0.0
2874,40588,
2875,18346,
2876,35819,
2877,38197,
2878,9707,
2879,32034,
2880,17175,
2881,309,
2882,23919,
2883,7391,
2884,18688,
2885,8857,
2886,10835,
2887,12144,
2888,40508,1.0
2889,29336,0.0
2890,12532,
2891,15159,0.0
2892,708,0.0
2893,40188,
2894,28093,
2895,3582,
2896,11484,
2897,1803,
2898,23580,
2899,6090,
2900,14236,
2901,28631,0.0
2902,692,0.0
2903,10238,0.0
2904,29783,
2905,9023,
2906,28929,0.0
2907,5983,
2908,40873,
2909,13407,
2910,34078,
2911,3740,
2912,39695,
2913,5223,
2914,5907,0.0
2915,30398,0.0
2916,9309,
2917,5935,
2918,30798,
2919,3630,
2920,25773,
2921,8992,0.0
2922,35026,
2923,20903,1.0
2924,36293,
2925,30857,
2926,21282,
2927,16619,
2928,3914,
2929,29378,0.0
2930,38366,
2931,27080,
2932,32148,
2933,12086,
2934,11306,0.0
2935,14835,
2936,32094,0.0
2937,38625,
2938,12527,1.0
2939,40843,0.0
2940,40087,
2941,37471,
2942,26179,0.0
2943,29955,
2944,14396,
2945,9229,
2946,9421,0.0
2947,1443,0.0
2948,19126,
2949,17590,
2950,36715,
2951,37872,
2952,40206,
2953,516,
2954,2772,1.0
2955,34702,
2956,15441,0.0
2957,13220,0.0
2958,18977,
2959,23661,
2960,34532,1.0
2961,19107,
2962,25385,
2963,9104,0.0
2964,5871,0.0
2965,6867,
2966,29738,
2967,33919,
2968,11302,0.0
2969,23693,
2970,22950,0.0
2971,5749,
2972,23127,0.0
2973,37389,
2974,32761,
2975,33922,
2976,37002,0.0
2977,30693,0.0
2978,19248,
2979,17237,0.0
2980,25643,0.0
2981,39418,
2982,3393,1.0
2983,3379,
2984,8204,
2985,28838,
2986,8604,
2987,10645,1.0
2988,17469,
2989,26898,
2990,33785,0.0
2991,19542,
2992,1748,
2993,22874,0.0
2994,30655,
2995,36609,0.0
2996,26591,
2997,4197,
2998,31723,
2999,6405,0.0
3000,9700,
3001,25490,1.0
3002,27554,
3003,3926,0.0
3004,24964,
3005,27528,
3006,36888,
3007,1512,
3008,80,
3009,6211,
3010,3264,0.0
3011,29985,
3012,11730,0.0
3013,27017,
3014,6768,0.0
3015,6957,
3016,31270,
3017,30937,
3018,10493,
3019,1032,
3020,19812,0.0
3021,36223,
3022,21119,
3023,16639,
3024,9485,0.0
3025,8066,
3026,33744,0.0
3027,25932,0.0
3028,34411,0.0
3029,31858,
3030,12787,
3031,40322,
3032,26807,
3033,13603,
3034,31285,
3035,5371,
3036,29149,
3037,40302,0.0
3038,15184,
3039,36492,0.0
3040,27721,
3041,1086,
3042,37975,
3043,8945,
3044,8572,
3045,4872,
3046,4346,
3047,5529,0.0
3048,13488,
3049,23832,
3050,29101,
3051,17713,
3052,35048,0.0
3053,20312,
3054,7767,
3055,4508,
3056,12978,
3057,3706,0.0
3058,29309,
3059,15574,1.0
3060,22967,
3061,35475,0.0
3062,20936,
3063,20553,
3064,8622,
3065,23165,
3066,36918,
3067,26578,1.0
3068,31289,
3069,37043,
3070,36924,
3071,5864,0.0
3072,12093,
3073,39483,
3074,40552,
3075,3603,
3076,10323,
3077,7148,
3078,9804,
3079,6614,1.0
3080,45,
3081,35509,
3082,17507,
3083,7460,
3084,13759,0.0
3085,30421,
3086,30797,
3087,15934,
3088,22552,
3089,8151,
3090,31152,
3091,12356,
3092,30792,
3093,30525,
3094,20449,
3095,3231,0.0
3096,41078,0.0
3097,40193,0.0
3098,25230,0.0
3099,28514,0.0
3100,2404,0.0
3101,40005,
3102,18410,0.0
3103,14713,0.0
3104,24025,
3105,16808,
3106,5564,
3107,9826,0.0
3108,35464,0.0
3109,25074,
3110,25874,
3111,7622,
3112,37474,1.0
3113,6748,
3114,10171,
3115,27450,
3116,10675,0.0
3117,4962,
3118,25697,
3119,19537,
3120,21992,0.0
3121,9761,
3122,6911,
3123,19785,
3124,37974,
3125,4722,0.0
3126,22807,
3127,31357,
3128,24249,
3129,8348,
3130,13461,
3131,20797,
3132,8089,
3133,7532,
3134,2564,1.0
3135,21071,
3136,21687,0.0
3137,4460,
3138,39117,0.0
3139,29830,
3140,18176,
3141,32271,
3142,25344,0.0
3143,31390,0.0
3144,4146,
3145,40441,
3146,10017,
3147,15751,
3148,723,0.0
3149,26039,
3150,19114,
3151,4864,0.0
3152,12557,
3153,33265,
3154,20283,
3155,27670,
3156,7187,0.0
3157,20397,
3158,35634,0.0
3159,8873,
3160,1850,
3161,40882,0.0
3162,34431,
3163,4385,
3164,17115,
3165,31151,
3166,7257,
3167,5387,
3168,36713,
3169,18551,
3170,32038,0.0
3171,1597,
3172,40921,0.0
3173,36281,1.0
3174,41170,
3175,23865,
3176,39267,
3177,34554,1.0
3178,1455,0.0
3179,1307,
3180,6576,0.0
3181,29769,
3182,9932,
3183,1153,
3184,31678,
3185,25636,
3186,32642,
3187,32782,
3188,27071,
3189,26350,
3190,30670,
3191,36830,
3192,1212,
3193,19791,
3194,6926,
3195,7793,
3196,13176,
3197,1100,1.0
3198,7568,
3199,34122,0.0
3200,12405,
3201,20539,
3202,28687,0.0
3203,12485,
3204,22819,
3205,13735,
3206,34123,
3207,696,
3208,19697,
3209,6918,
3210,23046,
3211,23943,
3212,3924,
3213,18116,0.0
3214,38698,
3215,28508,
3216,28641,1.0
3217,21225,0.0
3218,22963,
3219,40606,
3220,2258,
3221,26473,
3222,6369,
3223,20852,
3224,40256,
3225,33813,
3226,29560,0.0
3227,27120,
3228,16399,
3229,1928,1.0
3230,23524,
3231,12908,0.0
3232,12599,0.0
3233,31455,
3234,23008,
3235,25158,
3236,24191,
3237,40036,
3238,29411,0.0
3239,9225,
3240,2545,
3241,22047,
3242,26472,
3243,18278,
3244,19399,
3245,28242,
3246,27832,0.0
3247,10288,
3248,16919,
3249,21315,0.0
3250,19635,0.0
3251,23702,
3252,40738,
3253,14993,
3254,18046,0.0
3255,30210,
3256,34000,
3257,12234,
3258,9719,
3259,1255,
3260,27184,
3261,10594,
3262,4607,
3263,27257,
3264,35211,0.0
3265,5232,
3266,3513,
3267,28773,
3268,36692,
3269,37444,
3270,24598,
3271,34071,0.0
3272,5958,
3273,32565,0.0
3274,40461,0.0
3275,38703,
3276,21994,0.0
3277,18849,
3278,1325,
3279,37147,
3280,27383,0.0
3281,25851,0.0
3282,4949,0.0
3283,35470,
3284,29782,
3285,18242,
3286,12202,
3287,21914,0.0
3288,3609,
3289,33165,
3290,27178,
3291,15991,
3292,20338,
3293,31180,
3294,20293,
3295,24415,
3296,8316,
3297,10191,
3298,32189,0.0
3299,40618,0.0
3300,30264,
3301,21707,
3302,34526,
3303,11676,
3304,19709,
3305,38897,
3306,28649,
3307,4583,
3308,16510,
3309,32587,
3310,38406,
3311,1232,
3312,736,
3313,2777,
3314,22889,0.0
3315,26192,
3316,21884,
3317,23433,
3318,13941,
3319,34861,
3320,34419,
3321,12187,
3322,9663,0.0
3323,20675,0.0
3324,23027,
3325,16585,
3326,24454,
3327,22368,
3328,9494,
3329,3098,0.0
3330,2921,
3331,9595,
3332,16374,0.0
3333,32924,
3334,11382,
3335,28904,0.0
3336,26890,
3337,9819,
3338,16069,
3339,39341,
3340,5352,
3341,32938,0.0
3342,17097,
3343,22374,
3344,33395,
3345,25215,
3346,5822,
3347,17606,
3348,1570,
3349,6987,
3350,9966,
3351,1020,
3352,31084,
3353,36563,
3354,31014,
3355,34633,
3356,11889,
3357,33268,
3358,11094,
3359,25678,
3360,26298,
3361,29476,
3362,12072,0.0
3363,9959,0.0
3364,34332,
3365,18016,
3366,8276,0.0
3367,23554,
3368,11746,
3369,24208,
3370,35609,
3371,19325,
3372,19500,0.0
3373,22061,
3374,3841,0.0
3375,24421,
3376,39166,
3377,19614,
3378,6616,
3379,12065,0.0
3380,10060,
3381,33505,
3382,29918,
3383,38253,0.0
3384,18326,
3385,38300,0.0
3386,41114,
3387,30209,0.0
3388,13517,
3389,24328,
3390,2704,
3391,31963,
3392,39049,0.0
3393,40031,0.0
3394,6901,0.0
3395,29844,
3396,16975,
3397,34478,
3398,8449,
3399,38906,0.0
3400,3421,
3401,27708,0.0
3402,37069,
3403,41015,0.0
3404,40610,
3405,24873,0.0
3406,7026,
3407,1579,
3408,14657,
3409,14242,1.0
3410,36401,
3411,22243,
3412,23198,
3413,20105,0.0
3414,8466,
3415,2851,
3416,29191,
3417,6423,
3418,5332,0.0
3419,39463,
3420,33496,
3421,14515,0.0
3422,28052,0.0
3423,37346,
3424,29239,0.0
3425,7627,
3426,22746,
3427,988,
3428,33537,
3429,11065,0.0
3430,29591,
3431,32757,
3432,14164,
3433,33715,0.0
3434,13022,
3435,24292,
3436,21972,0.0
3437,39950,
3438,19305,
3439,38817,
3440,15379,
3441,14171,
3442,21726,
3443,33236,
3444,20495,
3445,3698,
3446,26977,0.0
3447,35684,
3448,6284,
3449,13107,0.0
3450,17818,0.0
3451,39408,0.0
3452,23596,
3453,12092,
3454,24475,
3455,21430,
3456,1504,
3457,5259,
3458,28223,
3459,16056,
3460,39768,
3461,39758,
3462,30237,0.0
3463,21336,
3464,28024,0.0
3465,28960,
3466,37376,0.0
3467,4976,0.0
3468,16704,
3469,17670,
3470,33433,0.0
3471,8221,0.0
3472,26287,
3473,36746,
3474,2494,
3475,31807,0.0
3476,18750,
3477,20139,0.0
3478,34964,
3479,28140,0.0
3480,18319,
3481,21981,
3482,6682,
3483,5382,
3484,37256,
3485,25670,
3486,25694,
3487,21187,
3488,15272,0.0
3489,20960,0.0
3490,30474,
3491,5808,
3492,14282,
3493,21247,0.0
3494,16749,
3495,38217,
3496,17869,0.0
3497,16534,
3498,40429,
3499,2165,
3500,10746,0.0
3501,8370,
3502,34352,
3503,35219,0.0
3504,6963,
3505,22483,
3506,2711,
3507,31340,0.0
3508,35265,0.0
3509,23793,
3510,37591,
3511,37101,
3512,27617,
3513,7225,0.0
3514,36619,
3515,7980,
3516,13364,0.0
3517,358,
3518,22182,
3519,36583,
3520,30975,
3521,30397,
3522,29385,
3523,39345,0.0
3524,17155,0.0
3525,20199,0.0
3526,17580,
3527,30088,
3528,34908,
3529,29224,
3530,32493,0.0
3531,25313,0.0
3532,30729,
3533,21100,
3534,19004,0.0
3535,18087,
3536,40196,
3537,37695,0.0
3538,7244,
3539,30080,
3540,5634,
3541,35504,
3542,2216,
3543,24004,
3544,11091,
3545,33519,
3546,10733,
3547,37327,
3548,635,
3549,20515,0.0
3550,17823,
3551,19551,
3552,40662,
3553,38832,
3554,5286,
3555,17779,0.0
3556,34251,0.0
3557,35676,
3558,22710,
3559,37,
3560,11821,
3561,29806,0.0
3562,30373,0.0
3563,25742,
3564,40546,0.0
3565,31789,
3566,35100,
3567,37299,
3568,27917,1.0
3569,31657,0.0
3570,3730,
3571,26155,
3572,7075,
3573,11950,
3574,5541,
3575,36136,
3576,2118,0.0
3577,17148,
3578,22860,
3579,36380,
3580,29045,
3581,22439,
3582,318,0.0
3583,28630,
3584,37681,
3585,8216,
3586,30779,
3587,24321,0.0
3588,25534,
3589,30339,
3590,37469,
3591,21568,
3592,41128,
3593,13134,0.0
3594,40857,
3595,2727,
3596,8607,
3597,23768,
3598,36339,
3599,643,
3600,27035,
3601,36044,1.0
3602,19084,0.0
3603,16074,0.0
3604,31467,
3605,5938,
3606,39627,
3607,8714,
3608,9910,
3609,3213,0.0
3610,1304,
3611,29911,
3612,39639,0.0
3613,37634,0.0
3614,4796,0.0
3615,3028,
3616,22711,
3617,24167,
3618,8860,
3619,4283,
3620,10033,
3621,34149,
3622,16648,
3623,8777,
3624,30712,
3625,22972,
3626,18325,
3627,39362,
3628,40328,0.0
3629,40142,
3630,835,0.0
3631,8415,0.0
3632,7703,0.0
3633,7752,0.0
3634,40964,
3635,5908,
3636,11709,
3637,26142,
3638,2079,
3639,34483,1.0
3640,26443,0.0
3641,24448,
3642,30532,0.0
3643,35084,0.0
3644,20559,
3645,6713,
3646,21561,
3647,35395,
3648,28978,
3649,24604,
3650,16764,
3651,10065,1.0
3652,9365,
3653,31653,
3654,15986,
3655,374,
3656,13288,
3657,37190,
3658,26465,
3659,19932,
3660,2451,
3661,13545,
3662,32420,0.0
3663,2947,
3664,39041,
3665,3725,
3666,25229,0.0
3667,37855,
3668,11721,
3669,17058,0.0
3670,8339,
3671,10908,
3672,16340,0.0
3673,31647,0.0
3674,9541,
3675,898,0.0
3676,13718,
3677,7397,0.0
3678,25467,
3679,27408,0.0
3680,4009,
3681,15930,1.0
3682,39802,
3683,30629,0.0
3684,22582,0.0
3685,9850,
3686,16022,0.0
3687,22620,
3688,3982,
3689,21364,
3690,19354,
3691,24519,0.0
3692,18390,
3693,21345,
3694,9396,
3695,39351,0.0
3696,24626,0.0
3697,1380,
3698,1789,0.0
3699,36952,
3700,20510,
3701,9443,
3702,14790,
3703,28204,
3704,10285,
3705,1508,
3706,16998,1.0
3707,581,
3708,17044,
3709,23582,
3710,10998,
3711,12741,
3712,35561,
3713,30959,
3714,15679,
3715,30502,
3716,23873,0.0
3717,28419,
3718,26585,
3719,32770,
3720,33064,0.0
3721,14763,
3722,16111,
3723,28572,
3724,23010,
3725,21535,0.0
3726,35488,
3727,26402,
3728,18496,0.0
3729,18509,
3730,23460,0.0
3731,3840,
3732,17109,
3733,3508,
3734,16393,
3735,6197,
3736,21102,0.0
3737,28487,
3738,39506,
